EMG_Pod01,EMG_Pod02,EMG_Pod03,EMG_Pod04,EMG_Pod05,EMG_Pod06,EMG_Pod07,EMG_Pod08,Timestamp
-1, -1, 0, -2, -1, -2, 0, -2, 2021-08-24 19:24:46.364376
-1, -1, -2, 0, 0, -1, -1, 0, 2021-08-24 19:24:46.379375
0, -1, -1, -2, 0, -1, -2, -1, 2021-08-24 19:24:46.379375
-1, 0, -3, -1, -1, -2, -1, 0, 2021-08-24 19:24:46.380374
0, -1, 0, 1, 0, 1, 0, -1, 2021-08-24 19:24:46.380374
-2, -1, -1, -1, -1, 0, -1, -1, 2021-08-24 19:24:46.401371
2, -1, -1, 0, 1, 0, 1, 2, 2021-08-24 19:24:46.401371
-3, -1, -1, -2, 0, -2, -2, -4, 2021-08-24 19:24:46.402892
-1, -1, -2, -1, -2, -1, -2, -1, 2021-08-24 19:24:46.402892
-1, -1, 1, 1, -2, 0, -3, -1, 2021-08-24 19:24:46.415391
0, -1, -1, 0, -2, -1, 0, -1, 2021-08-24 19:24:46.415391
-1, -2, -2, 0, 0, 1, -1, -1, 2021-08-24 19:24:46.424390
1, 0, -1, -1, -1, 0, -1, 0, 2021-08-24 19:24:46.424390
0, -2, -2, -2, -1, -3, -1, -2, 2021-08-24 19:24:46.439387
-1, -1, 0, -1, 0, 0, -3, -1, 2021-08-24 19:24:46.439387
-2, -2, 0, -2, -1, 0, 1, -1, 2021-08-24 19:24:46.440388
0, -2, -2, -2, 1, 0, -2, -3, 2021-08-24 19:24:46.441388
-1, 1, 0, -1, -1, -1, 0, -1, 2021-08-24 19:24:46.461386
0, -1, 0, -1, 0, 1, 0, -2, 2021-08-24 19:24:46.461386
1, 0, -1, -2, -1, -1, -1, 1, 2021-08-24 19:24:46.463389
-2, -2, -2, -2, -1, -1, -2, -2, 2021-08-24 19:24:46.463389
0, -1, -2, -1, -1, 0, 1, -1, 2021-08-24 19:24:46.475385
-3, -2, -2, -2, -2, -3, -1, -1, 2021-08-24 19:24:46.475385
-1, -1, -1, 0, -1, 0, -1, -3, 2021-08-24 19:24:46.484384
-2, -1, -1, -1, 1, -1, -1, -1, 2021-08-24 19:24:46.484384
1, -1, -1, -1, -1, -1, -1, 1, 2021-08-24 19:24:46.499384
-1, -1, -1, -1, 0, -1, 0, -3, 2021-08-24 19:24:46.499384
0, -2, -2, -2, -1, -1, 0, 0, 2021-08-24 19:24:46.500382
-2, 0, 0, -1, -1, 1, 0, 0, 2021-08-24 19:24:46.501382
-1, -1, -1, 0, 0, -2, -1, 0, 2021-08-24 19:24:46.521378
-1, -1, 0, 0, -2, 0, 0, 0, 2021-08-24 19:24:46.521378
-1, -2, -1, -1, -1, -2, 0, -1, 2021-08-24 19:24:46.523377
-3, -2, -2, -2, -1, -2, 0, -1, 2021-08-24 19:24:46.523377
-1, 0, -1, -3, -1, -1, -2, -3, 2021-08-24 19:24:46.544374
2, 1, 0, 1, 0, 0, 0, 3, 2021-08-24 19:24:46.544374
-1, 0, 0, -1, -1, -2, -2, 0, 2021-08-24 19:24:46.545374
1, -2, 0, 0, -1, 0, -1, 1, 2021-08-24 19:24:46.546374
-2, 0, 0, -1, 0, 1, -1, -1, 2021-08-24 19:24:46.559372
-1, -1, -1, 0, 0, 0, -1, 0, 2021-08-24 19:24:46.559372
-3, -1, -1, -1, -2, -1, 0, -1, 2021-08-24 19:24:46.560372
